asset id,address,asset area,asset type,asset_purchase,asset_change,tax id
7052430295,8754 Sycamore Terrace,642,Apartment,03/04/2021,31/08/2022,7415156747
3769288391,69 Hanson Crossing,546,office,13/11/2020,17/11/2022,4593717428
1400268855,341 Gateway Lane,267,office,17/01/2021,19/01/2023,8651255669
4775596738,5737 Roth Terrace,134,Apartment,27/04/2021,02/05/2022,4297133476
7456854517,14 Colorado Avenue,783,land,27/09/2021,03/01/2022,6563614192
1216847634,93129 Daystar Circle,319,Hotel,28/07/2021,14/06/2022,1281964953
5584047219,93 Mayfield Parkway,762,office,26/05/2021,07/03/2022,9829868553
1691185515,20 Doe Crossing Avenue,125,land,17/08/2021,13/12/2023,5766697281
2535415078,539 Barnett Terrace,254,office,01/11/2020,08/07/2022,2324346182
5039888048,23780 Blaine Trail,274,Hotel,14/11/2020,29/04/2023,2629944151
5105465284,129 Boyd Avenue,279,land,19/11/2020,13/11/2023,9154498274
2885291270,97210 Warner Junction,911,office,02/09/2021,19/04/2024,1796388858
4056887109,88027 Corben Court,485,Apartment,27/03/2021,29/07/2023,6764696344
4696237378,95763 Shasta Lane,975,Apartment,20/12/2020,20/12/2022,5445886759
1641255013,9584 Swallow Plaza,925,Hotel,30/03/2021,30/08/2022,7959151316
5311153123,34306 Utah Junction,210,land,20/11/2020,28/05/2022,8421341913
5737967291,68103 Laurel Terrace,798,office,06/08/2021,17/06/2023,7537563939
7994468695,8 Londonderry Lane,209,Apartment,10/06/2021,05/09/2023,2229849136
5661209883,5 Center Center,963,land,24/02/2021,06/11/2021,7566335653
9043304204,991 Larry Way,387,Hotel,19/07/2021,17/11/2023,8981654921
9469660734,4182 Transport Point,448,Apartment,02/02/2021,27/02/2022,5681232999
2569653887,2843 Riverside Hill,483,Hotel,30/05/2021,23/05/2024,3352221815
7364782150,7109 Grayhawk Center,202,Hotel,11/07/2021,16/06/2023,3985994693
7399429664,7 Sullivan Plaza,323,Apartment,02/04/2021,10/10/2022,7973596365
9638313312,3 Glendale Hill,783,Apartment,02/12/2020,09/04/2023,4561385332
8931445919,467 Clarendon Center,463,Hotel,30/07/2021,08/04/2024,4951661462
6278177294,2 Stuart Crossing,552,Apartment,09/02/2021,16/10/2023,9334379264
3079205689,5 Corscot Parkway,936,office,03/07/2021,31/08/2023,5394564919
5146439610,3429 Delladonna Point,114,Hotel,27/05/2021,12/10/2022,5568856178
9338252812,69141 Manley Junction,389,office,02/06/2021,16/12/2021,4844171756
2312620260,7 Dryden Terrace,917,Hotel,23/10/2020,06/05/2024,2117975264
5240519012,93969 Hermina Parkway,289,office,26/07/2021,06/05/2024,1726756224
8671175088,4 Onsgard Parkway,762,land,19/09/2021,07/09/2022,5661359651
6988263092,30 Mesta Point,371,Hotel,04/04/2021,03/02/2022,5313199237
5795473406,96807 Steensland Court,284,Hotel,17/11/2020,11/02/2022,5538114597
3396896996,1 Shasta Crossing,171,office,02/10/2021,20/07/2022,5582234829
8164753030,75 Arrowood Circle,207,Apartment,11/09/2021,02/05/2023,5855814678
2717637233,022 Mandrake Park,319,office,22/10/2020,17/04/2022,3154335321
7725831750,0 Beilfuss Drive,966,Hotel,31/01/2021,27/09/2022,4368848717
1573637633,725 American Center,712,Hotel,11/02/2021,16/02/2024,5498647191
9099696492,2879 Comanche Court,730,Apartment,07/01/2021,27/09/2023,9142435762
1760892314,86 Hallows Avenue,842,office,30/09/2021,15/12/2021,7332468413
8384245951,1 Sunnyside Parkway,678,Apartment,16/03/2021,11/06/2023,3714195382
5456897652,27 East Hill,184,office,14/02/2021,19/09/2022,8483159579
7636190637,2751 Namekagon Pass,217,land,11/11/2020,03/09/2023,7598254851
8429461726,449 Beilfuss Center,767,land,09/11/2020,12/01/2022,4963115294
3435489165,045 Lunder Terrace,617,Hotel,05/12/2020,02/11/2023,8117638562
5101539127,483 Main Point,280,office,19/08/2021,01/04/2022,2551276128
9738617984,6510 Northfield Alley,878,Hotel,22/07/2021,21/07/2022,5448466479
4644462001,994 Corben Court,186,land,29/06/2021,18/03/2023,2384828386
4914950164,0 Hoard Hill,704,land,18/08/2021,09/02/2024,5792543598
1992531343,51614 Ilene Place,600,Hotel,09/04/2021,23/05/2024,6644866893
9691187776,75 Walton Point,386,Hotel,24/02/2021,18/12/2021,4786651373
7907310280,80 Delladonna Lane,923,Apartment,05/07/2021,21/12/2021,8679186711
4463515070,56863 Colorado Center,185,Hotel,05/04/2021,24/02/2024,3995376445
2819312058,3 Vahlen Center,277,office,05/05/2021,18/01/2024,8446263762
1967564278,78703 Raven Point,592,Hotel,25/08/2021,25/04/2023,7214938872
6081880622,45067 Carberry Hill,975,office,27/04/2021,09/08/2023,5721949743
2189282469,1889 Clyde Gallagher Park,182,land,30/05/2021,10/09/2023,6175197286
2449849865,4660 Maywood Hill,192,land,14/08/2021,12/05/2023,8926282748
4699154469,63288 Lake View Park,689,land,01/11/2020,13/09/2022,2512132428
8869303099,10 Carberry Point,134,office,14/03/2021,11/05/2024,9128556832
4332441703,050 Fordem Alley,598,office,11/08/2021,22/05/2022,7936718619
2313590688,977 Reindahl Place,624,land,01/09/2021,02/04/2022,5766963764
1098679396,97 Loftsgordon Road,898,Hotel,08/02/2021,23/02/2024,8955888356
5417037007,776 Riverside Lane,972,Hotel,12/01/2021,09/09/2022,8268579277
8424183860,109 Elka Pass,344,Apartment,18/09/2021,23/10/2022,2886648525
5208354280,06306 Susan Park,409,office,23/05/2021,28/06/2022,1772653857
7625239188,91501 Armistice Way,429,office,08/09/2021,20/09/2023,2363661557
8872444449,2 Nevada Way,281,Apartment,11/03/2021,19/09/2022,1494366839
9654295425,53 Texas Street,891,Apartment,17/11/2020,29/02/2024,2554219385
9290263895,5 Longview Center,991,Hotel,29/08/2021,20/08/2022,8695394947
3787366075,1312 Milwaukee Place,328,Hotel,12/03/2021,12/08/2023,1999296696
5462792083,84 Eagle Crest Plaza,477,Hotel,19/10/2020,19/05/2022,7734731985
7160654259,44 Jay Place,635,land,05/08/2021,17/08/2022,9317891774
3899914270,0 Dayton Drive,699,office,05/11/2020,22/12/2023,5746146364
7629344189,1123 Rieder Junction,165,office,07/09/2021,31/05/2023,2538768487
4969661459,15 Algoma Pass,746,land,17/11/2020,31/01/2023,7575562786
9268249802,40 Sage Pass,975,Apartment,11/05/2021,31/03/2023,9273343542
1086702539,976 Cambridge Street,215,Hotel,23/06/2021,21/04/2023,4168397516
2795720441,8 Mesta Drive,276,Apartment,28/05/2021,14/11/2022,5635937656
6707463501,778 Beilfuss Terrace,679,Hotel,09/08/2021,24/01/2023,2989134417
4770713625,943 Loomis Lane,536,land,21/11/2020,12/08/2022,6561357232
9923510736,2 Norway Maple Center,878,office,30/05/2021,29/12/2023,6441149813
9339003003,7 Claremont Terrace,824,land,08/08/2021,16/12/2022,3688147648
5478063659,4764 Eagle Crest Plaza,386,land,23/09/2021,21/05/2023,9781174318
2955320312,5 Fordem Junction,917,Hotel,15/12/2020,27/06/2023,9358277964
6067340267,3 North Lane,774,Apartment,14/12/2020,30/08/2023,6794499952
3450511606,57636 Troy Road,345,Apartment,11/08/2021,12/08/2023,7314477652
3994808567,4 Maple Wood Point,509,Apartment,08/10/2020,27/04/2023,6786213942
9789146077,3358 Golf View Alley,780,land,20/07/2021,11/07/2022,8368577148
9722741632,94200 Westridge Terrace,422,Apartment,21/05/2021,23/05/2023,5847945678
7963805027,776 Cardinal Avenue,170,land,09/01/2021,06/10/2022,4685341693
5149033567,32 Grim Pass,368,Hotel,24/11/2020,12/10/2022,5856245445
4569723803,78 Vermont Way,686,Apartment,23/01/2021,16/01/2023,4295446744
1286867153,91984 Gateway Parkway,666,land,15/10/2020,17/09/2023,8613172535
4443034975,5263 Old Gate Point,161,office,23/05/2021,08/01/2024,5537394477
4384527540,29 Vermont Court,333,Apartment,14/02/2021,27/01/2024,1982548571
8494198796,65630 Waxwing Alley,958,Hotel,06/06/2021,01/02/2023,2464419131
9259080036,9244 Dorton Center,374,Hotel,22/10/2020,14/04/2024,6537778743
2230417070,2350 Mallory Pass,377,office,03/03/2021,22/03/2022,4146846981
7963878211,42017 Randy Drive,622,land,15/09/2021,28/01/2022,1326966921
4220905402,6177 South Court,817,Hotel,20/04/2021,12/07/2022,1822686733
4109310732,071 Bultman Pass,887,Apartment,06/03/2021,19/01/2024,5266472322
4475790594,844 Onsgard Plaza,899,Apartment,08/07/2021,08/11/2022,2652893613
1989535044,03 Northland Junction,594,office,13/01/2021,03/06/2023,7637833876
3295205865,83 Portage Terrace,643,Hotel,31/12/2020,06/05/2022,8552459836
5434641757,1 Dahle Circle,651,land,06/04/2021,01/01/2023,1252464813
1820939272,0458 Shoshone Park,825,Hotel,28/06/2021,10/03/2024,4185413791
2241491734,5 Stuart Point,140,Hotel,03/08/2021,04/03/2024,7589546594
4990465096,385 Delaware Circle,296,land,17/05/2021,29/02/2024,1918613131
1515627603,0 Badeau Lane,294,Hotel,19/03/2021,19/05/2024,3789631937
7345147047,058 Sheridan Trail,652,land,23/04/2021,29/06/2023,3236776286
3159215543,99 Summer Ridge Lane,946,Apartment,29/12/2020,16/01/2024,4687272626
1619479853,34680 Arizona Circle,180,Hotel,01/05/2021,21/01/2023,5222744793
5124777926,75 Dexter Place,362,office,20/10/2020,22/05/2023,9297327832
4275411609,93 Blue Bill Park Drive,706,office,29/10/2020,30/04/2024,2298965679
6766432421,260 Northwestern Trail,562,office,13/09/2021,05/08/2023,8688141884
8345664350,48 Randy Junction,369,land,08/03/2021,04/09/2022,2194666377
3033704671,90082 Farmco Park,654,office,19/10/2020,01/05/2024,1891155287
8404356381,9057 Arrowood Road,729,land,22/04/2021,23/04/2022,3311687191
8401699025,00 Barnett Terrace,179,office,13/01/2021,25/10/2022,7223476559
1633843733,763 Oak Plaza,209,Hotel,15/10/2020,19/04/2024,3671333763
1554000359,42660 Daystar Hill,913,Apartment,26/05/2021,02/02/2023,9574279431
7562163114,75 Daystar Crossing,874,land,16/07/2021,10/01/2022,6263145256
2023892596,229 Sachs Junction,912,Apartment,19/03/2021,28/08/2022,8312714527
8361127351,3 Farmco Lane,354,land,01/01/2021,25/11/2022,7856625212
7016775755,23976 David Crossing,746,Apartment,17/02/2021,26/08/2022,8666756644
4794469699,5121 Weeping Birch Circle,139,office,20/11/2020,28/07/2023,9632833738
9247514972,9 Kipling Avenue,774,Hotel,29/12/2020,27/11/2022,1558671129
7084055632,5794 Mitchell Plaza,778,Apartment,03/03/2021,02/08/2023,4947749389
9935438032,4095 Bobwhite Plaza,637,Hotel,08/02/2021,05/11/2023,4485634271
9456435150,46312 Shopko Trail,449,Apartment,23/10/2020,26/12/2021,8814989295
2990732937,950 Talmadge Junction,590,Apartment,01/07/2021,17/01/2023,4232346788
7426200379,095 Memorial Hill,870,Apartment,03/11/2020,17/06/2022,4828895987
6613956007,6 Ruskin Park,115,Hotel,26/03/2021,15/02/2024,8474714847
2047556736,31 Nelson Point,264,Apartment,08/01/2021,16/08/2023,9586426278
9812199767,0343 Lawn Crossing,545,office,04/10/2020,14/04/2024,1574356834
7527827606,38 5th Street,475,Apartment,12/12/2020,07/05/2023,1545919884
2574461897,6 Monica Crossing,799,Hotel,27/05/2021,07/05/2022,4313216129
5791941422,93424 Homewood Junction,890,office,24/05/2021,11/12/2023,4841422773
8123358794,2 Mcguire Court,791,land,28/06/2021,21/08/2023,8491577337
6517395497,99 Glendale Terrace,491,office,05/09/2021,04/03/2023,9288211241
6570867231,5 Cambridge Place,738,Apartment,16/12/2020,02/11/2023,7153189418
9578895163,8179 Darwin Trail,322,Hotel,24/04/2021,08/03/2023,3254484582
1391563333,3 Harbort Point,577,office,06/11/2020,09/04/2023,2242972333
3533484242,03 Sloan Trail,872,Hotel,09/03/2021,22/02/2023,1557417384
3352915106,18 Esch Trail,233,office,20/09/2021,20/05/2024,8595366756
3294095242,6 Dawn Parkway,117,land,29/08/2021,28/03/2022,2411452572
5253120199,8207 Saint Paul Point,741,office,16/07/2021,17/05/2022,7462697486
3211788090,01662 Commercial Way,828,Apartment,23/01/2021,07/08/2022,2151622185
5896502484,700 Tennessee Parkway,921,land,06/11/2020,14/08/2022,8145984896
7721504388,27774 Pond Drive,265,Apartment,17/10/2020,03/02/2022,9182836259
9648727523,25 Cordelia Way,377,Hotel,08/08/2021,12/01/2024,2389291999
3877984032,2470 Orin Parkway,828,Apartment,25/06/2021,28/05/2023,8262797734
6355309307,2675 Dwight Park,624,land,12/02/2021,10/06/2023,5133611251
7093366225,9 Schmedeman Road,580,office,04/04/2021,10/02/2024,8535345228
6435057959,310 Alpine Lane,641,land,01/09/2021,17/11/2022,9263977762
6720610078,85358 Hallows Parkway,864,Hotel,14/09/2021,29/06/2023,2116147667
7806058341,865 Arkansas Parkway,364,Hotel,14/03/2021,24/01/2024,3814719621
9554106426,55 Talmadge Pass,471,Hotel,31/01/2021,03/06/2022,6424172964
7209393362,384 Crownhardt Place,344,office,09/01/2021,18/05/2022,1215377971
7230450915,5588 Hanson Place,449,Hotel,16/08/2021,29/04/2024,6271724725
1636001265,06674 Talmadge Avenue,268,Hotel,26/05/2021,29/01/2024,2617574129
3642902100,51702 Main Road,670,Apartment,17/11/2020,15/07/2023,4178165241
6964951056,0799 Westport Drive,165,land,01/12/2020,11/11/2023,5397199644
9664461214,071 Myrtle Terrace,739,office,23/12/2020,16/05/2022,8132641268
9602361589,2 Bowman Trail,486,Apartment,29/11/2020,10/06/2022,4477446264
1041011537,38 Forest Plaza,894,office,14/09/2021,25/02/2023,6775977362
2736109200,51682 Milwaukee Plaza,247,Hotel,05/08/2021,07/04/2022,2628998293
7927911150,94 Hoepker Court,829,Hotel,11/04/2021,12/11/2023,7658738122
4900602999,97098 Kennedy Center,738,land,01/09/2021,06/04/2022,5877212239
7067823222,331 North Road,634,land,24/06/2021,19/12/2021,5799489168
3103050114,40 Prentice Road,167,office,06/05/2021,13/11/2023,2795311965
5513005926,46 Golf View Terrace,622,land,22/06/2021,14/07/2022,4926143159
9130032427,380 Summit Point,154,land,29/08/2021,31/07/2022,3361638591
7595464912,5 Farragut Park,818,Hotel,23/04/2021,19/07/2022,5555537348
3561588201,8148 Westerfield Drive,927,Apartment,31/05/2021,19/06/2022,9848367623
1248443820,4 Old Shore Place,786,Hotel,09/01/2021,06/04/2024,1472156759
9540595214,2983 Loeprich Lane,507,Apartment,22/05/2021,20/11/2021,7762114179
3253266610,6799 Dennis Crossing,815,land,10/10/2020,05/01/2022,3989192533
4491485684,04 Mcguire Terrace,882,Hotel,08/01/2021,01/01/2022,5194133875
8312407490,7155 Vahlen Place,929,office,16/09/2021,08/08/2023,3798279879
7656473968,51 Corry Road,708,office,05/01/2021,09/06/2023,7447317627
6881810211,44 Moulton Place,498,Hotel,04/01/2021,10/10/2022,9123736588
5561269008,540 Fuller Street,742,land,17/08/2021,04/06/2023,5165328338
8199889246,98594 David Point,340,Hotel,04/07/2021,05/07/2022,4393326281
6822832032,35988 Arizona Center,214,office,23/04/2021,29/09/2022,8493468112
2638543687,9139 Pearson Park,853,Apartment,20/12/2020,11/05/2022,3631696238
5779254416,79251 Pond Way,662,Apartment,14/08/2021,18/04/2022,4972377698
1374296008,57340 Chive Drive,914,Hotel,08/10/2020,03/06/2022,2255727428
3847266698,520 Roxbury Lane,646,Apartment,15/11/2020,19/04/2022,7534926872
5164936028,89208 Golf Course Park,205,office,06/12/2020,12/05/2022,2166934128
3777455169,94 6th Court,840,office,14/11/2020,23/06/2022,5662161994
9343519676,297 Lakewood Court,872,office,25/02/2021,11/01/2022,7432379598
6442508808,51193 Corry Place,573,land,15/10/2020,23/11/2022,5933246817
